Total Nacional,Comunidades y Ciudades Autnomas,Provincias,Rgimen y estado,Periodo,Total
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2012M04,479
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2012M03,580
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2012M02,617
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2012M01,641
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2011M12,506
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2011M11,571
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2011M10,550
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2011M09,472
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2011M08,551
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2011M07,560
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2011M06,565
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2011M05,651
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2011M04,410
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2011M03,495
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2011M02,712
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2011M01,748
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2010M12,540
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2010M11,571
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2010M10,408
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2010M09,542
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2010M08,771
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2010M07,852
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2010M06,612
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2010M05,651
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2010M04,801
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2010M03,639
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2010M02,888
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2010M01,719
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2009M12,652
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2009M11,667
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2009M10,589
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2009M09,643
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2009M08,602
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2009M07,712
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2009M06,476
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2009M05,557
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2009M04,425
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2009M03,690
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2009M02,556
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2009M01,616
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2008M12,528
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2008M11,727
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2008M10,669
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2008M09,616
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2008M08,591
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2008M07,798
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2008M06,729
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2008M05,832
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2008M04,935
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2008M03,774
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2008M02,965
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2008M01,1.288
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2007M12,873
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2007M11,1.109
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2007M10,1.120
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2007M09,1.120
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2007M08,1.166
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2007M07,1.304
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2007M06,1.451
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2007M05,1.882
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2007M04,1.326
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2007M03,1.569
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2007M02,1.599
Total Nacional,09 Catalua,17 Girona,Viviendas: Total,2007M01,2.063
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2023M04,195
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2023M03,204
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2023M02,251
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2023M01,186
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2022M12,167
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2022M11,216
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2022M10,211
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2022M09,218
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2022M08,228
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2022M07,205
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2022M06,180
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2022M05,220
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2022M04,201
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2022M03,254
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2022M02,202
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2022M01,199
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2021M12,162
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2021M11,182
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2021M10,244
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2021M09,231
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2021M08,156
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2021M07,192
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2021M06,137
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2021M05,165
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2021M04,141
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2021M03,161
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2021M02,177
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2021M01,133
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2020M12,184
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2020M11,137
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2020M10,121
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2020M09,120
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2020M08,141
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2020M07,92
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2020M06,86
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2020M05,82
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2020M04,80
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2020M03,133
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2020M02,123
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2020M01,157
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2019M12,115
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2019M11,116
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2019M10,198
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2019M09,121
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2019M08,125
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2019M07,176
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2019M06,113
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2019M05,166
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2019M04,138
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2019M03,161
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2019M02,112
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2019M01,147
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2018M12,96
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2018M11,149
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2018M10,149
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2018M09,146
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2018M08,129
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2018M07,164
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2018M06,126
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2018M05,147
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2018M04,187
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2018M03,223
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2018M02,131
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2018M01,148
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2017M12,93
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2017M11,121
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2017M10,122
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2017M09,126
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2017M08,197
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2017M07,125
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2017M06,143
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2017M05,143
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2017M04,110
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2017M03,128
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2017M02,104
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2017M01,166
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2016M12,107
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2016M11,129
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2016M10,88
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2016M09,95
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2016M08,145
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2016M07,102
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2016M06,101
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2016M05,114
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2016M04,97
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2016M03,77
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2016M02,97
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2016M01,96
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2015M12,76
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2015M11,100
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2015M10,81
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2015M09,105
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2015M08,80
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2015M07,108
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2015M06,86
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2015M05,93
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2015M04,96
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2015M03,118
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2015M02,130
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2015M01,128
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2014M12,181
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2014M11,181
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2014M10,117
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2014M09,140
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2014M08,188
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2014M07,136
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2014M06,164
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2014M05,185
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2014M04,197
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2014M03,198
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2014M02,192
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2014M01,253
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2013M12,149
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2013M11,159
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2013M10,166
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2013M09,200
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2013M08,214
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2013M07,308
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2013M06,239
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2013M05,275
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2013M04,183
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2013M03,154
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2013M02,244
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2013M01,459
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2012M12,171
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2012M11,279
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2012M10,244
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2012M09,338
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2012M08,335
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2012M07,237
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2012M06,212
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2012M05,179
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2012M04,273
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2012M03,296
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2012M02,298
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2012M01,274
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2011M12,221
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2011M11,243
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2011M10,254
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2011M09,224
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2011M08,272
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2011M07,254
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2011M06,329
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2011M05,343
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2011M04,224
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2011M03,236
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2011M02,330
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2011M01,343
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2010M12,292
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2010M11,254
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2010M10,183
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2010M09,246
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2010M08,399
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2010M07,455
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2010M06,272
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2010M05,346
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2010M04,512
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2010M03,338
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2010M02,478
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2010M01,340
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2009M12,280
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2009M11,369
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2009M10,303
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2009M09,299
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2009M08,270
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2009M07,367
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2009M06,243
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2009M05,303
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2009M04,274
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2009M03,435
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2009M02,335
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2009M01,349
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2008M12,281
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2008M11,444
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2008M10,348
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2008M09,375
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2008M08,321
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2008M07,468
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2008M06,419
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2008M05,451
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2008M04,468
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2008M03,431
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2008M02,498
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2008M01,685
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2007M12,450
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2007M11,497
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2007M10,565
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2007M09,524
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2007M08,567
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2007M07,632
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2007M06,729
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2007M05,963
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2007M04,584
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2007M03,714
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2007M02,705
Total Nacional,09 Catalua,17 Girona,Vivienda nueva,2007M01,857
Total Nacional,09 Catalua,17 Girona,Vivienda usada,2023M04,871
Total Nacional,09 Catalua,17 Girona,Vivienda usada,2023M03,1.025
Total Nacional,09 Catalua,17 Girona,Vivienda usada,2023M02,973
Total Nacional,09 Catalua,17 Girona,Vivienda usada,2023M01,1.223
Total Nacional,09 Catalua,17 Girona,Vivienda usada,2022M12,914
Total Nacional,09 Catalua,17 Girona,Vivienda usada,2022M11,1.110
Total Nacional,09 Catalua,17 Girona,Vivienda usada,2022M10,1.041
Total Nacional,09 Catalua,17 Girona,Vivienda usada,2022M09,1.214
Total Nacional,09 Catalua,17 Girona,Vivienda usada,2022M08,1.207
Total Nacional,09 Catalua,17 Girona,Vivienda usada,2022M07,1.138
Total Nacional,09 Catalua,17 Girona,Vivienda usada,2022M06,1.063
Total Nacional,09 Catalua,17 Girona,Vivienda usada,2022M05,1.201
Total Nacional,09 Catalua,17 Girona,Vivienda usada,2022M04,870
Total Nacional,09 Catalua,17 Girona,Vivienda usada,2022M03,1.013
Total Nacional,09 Catalua,17 Girona,Vivienda usada,2022M02,918
Total Nacional,09 Catalua,17 Girona,Vivienda usada,2022M01,1.000
Total Nacional,09 Catalua,17 Girona,Vivienda usada,2021M12,903
Total Nacional,09 Catalua,17 Girona,Vivienda usada,2021M11,940
Total Nacional,09 Catalua,17 Girona,Vivienda usada,2021M10,909
Total Nacional,09 Catalua,17 Girona,Vivienda usada,2021M09,985
Total Nacional,09 Catalua,17 Girona,Vivienda usada,2021M08,942
Total Nacional,09 Catalua,17 Girona,Vivienda usada,2021M07,978
Total Nacional,09 Catalua,17 Girona,Vivienda usada,2021M06,746
Total Nacional,09 Catalua,17 Girona,Vivienda usada,2021M05,857
Total Nacional,09 Catalua,17 Girona,Vivienda usada,2021M04,714
Total Nacional,09 Catalua,17 Girona,Vivienda usada,2021M03,844
Total Nacional,09 Catalua,17 Girona,Vivienda usada,2021M02,843
Total Nacional,09 Catalua,17 Girona,Vivienda usada,2021M01,790
Total Nacional,09 Catalua,17 Girona,Vivienda usada,2020M12,715
Total Nacional,09 Catalua,17 Girona,Vivienda usada,2020M11,809
Total Nacional,09 Catalua,17 Girona,Vivienda usada,2020M10,643
Total Nacional,09 Catalua,17 Girona,Vivienda usada,2020M09,685
Total Nacional,09 Catalua,17 Girona,Vivienda usada,2020M08,604
Total Nacional,09 Catalua,17 Girona,Vivienda usada,2020M07,654
Total Nacional,09 Catalua,17 Girona,Vivienda usada,2020M06,476
Total Nacional,09 Catalua,17 Girona,Vivienda usada,2020M05,386
Total Nacional,09 Catalua,17 Girona,Vivienda usada,2020M04,440
Total Nacional,09 Catalua,17 Girona,Vivienda usada,2020M03,686
Total Nacional,09 Catalua,17 Girona,Vivienda usada,2020M02,794
Total Nacional,09 Catalua,17 Girona,Vivienda usada,2020M01,890
