,Àmbit territorial,Codi territorial,Nom territori,Any,Període,Habitatges,Renda
9276,Municipi,8165,"Pobla de Claramunt, la",2021,juliol-setembre,8,463.75
9278,Municipi,43109,"Pobla de Mafumet, la",2021,juliol-setembre,29,468.79
9279,Municipi,43111,"Pobla de Montornès, la",2021,juliol-setembre,10,562.5
9280,Municipi,25171,"Pobla de Segur, la",2021,juliol-setembre,19,323.95
9281,Municipi,8167,Polinyà,2021,juliol-setembre,27,666.43
9284,Municipi,25173,"Pont de Suert, el",2021,juliol-setembre,9,392.22
9285,Municipi,8182,"Pont de Vilomara i Rocafort, el",2021,juliol-setembre,13,374.67
9289,Municipi,17137,Porqueres,2021,juliol-setembre,8,553.75
9295,Municipi,8169,"Prat de Llobregat, el",2021,juliol-setembre,202,738.62
9302,Municipi,8230,Premià de Dalt,2021,juliol-setembre,32,1225.78
9303,Municipi,8172,Premià de Mar,2021,juliol-setembre,115,720.83
9304,Municipi,17141,Puigcerdà,2021,juliol-setembre,57,560.95
9307,Municipi,8175,Puig-reig,2021,juliol-setembre,22,412.55
9309,Municipi,17142,Quart,2021,juliol-setembre,11,546.18
9315,Municipi,43123,Reus,2021,juliol-setembre,719,474.78
9321,Municipi,17145,Ribes de Freser,2021,juliol-setembre,10,420.2
9322,Municipi,17146,Riells i Viabrea,2021,juliol-setembre,7,824.14
9324,Municipi,17147,Ripoll,2021,juliol-setembre,77,397.3
9325,Municipi,8180,Ripollet,2021,juliol-setembre,135,635.27
9327,Municipi,17148,Riudarenes,2021,juliol-setembre,8,496.88
9331,Municipi,43129,Riudoms,2021,juliol-setembre,25,453.1
9333,Municipi,8181,"Roca del Vallès, la",2021,juliol-setembre,22,772.05
9335,Municipi,43131,Roda de Berà,2021,juliol-setembre,36,495.76
9336,Municipi,8183,Roda de Ter,2021,juliol-setembre,27,495.85
9337,Municipi,43133,Roquetes,2021,juliol-setembre,42,347.24
9338,Municipi,17152,Roses,2021,juliol-setembre,82,510.98
9341,Municipi,8184,Rubí,2021,juliol-setembre,303,652.26
9343,Municipi,8187,Sabadell,2021,juliol-setembre,945,680.53
9344,Municipi,8191,Sallent,2021,juliol-setembre,11,373.61
9346,Municipi,43905,Salou,2021,juliol-setembre,143,524.02
9347,Municipi,17155,Salt,2021,juliol-setembre,112,469.3
9349,Municipi,8194,Sant Adrià de Besòs,2021,juliol-setembre,93,747.47
9350,Municipi,8196,Sant Andreu de la Barca,2021,juliol-setembre,81,649.95
9351,Municipi,8197,Sant Andreu de Llavaneres,2021,juliol-setembre,53,921.6
9352,Municipi,8198,Sant Antoni de Vilamajor,2021,juliol-setembre,28,757.14
9354,Municipi,8200,Sant Boi de Llobregat,2021,juliol-setembre,238,709.59
9356,Municipi,43136,"Ràpita, la",2021,juliol-setembre,54,402.33
9357,Municipi,8203,Sant Cebrià de Vallalta,2021,juliol-setembre,7,686.86
9358,Municipi,8202,Sant Celoni,2021,juliol-setembre,91,606.37
9359,Municipi,8204,Sant Climent de Llobregat,2021,juliol-setembre,22,801.36
9361,Municipi,8205,Sant Cugat del Vallès,2021,juliol-setembre,573,1222.32
9363,Municipi,8207,Sant Esteve de Palautordera,2021,juliol-setembre,24,730.94
9364,Municipi,8208,Sant Esteve Sesrovires,2021,juliol-setembre,30,796.85
9366,Municipi,8210,Sant Feliu de Codines,2021,juliol-setembre,33,612.04
9367,Municipi,17160,Sant Feliu de Guíxols,2021,juliol-setembre,86,548.61
9368,Municipi,8211,Sant Feliu de Llobregat,2021,juliol-setembre,155,788.36
9369,Municipi,17161,Sant Feliu de Pallerols,2021,juliol-setembre,9,315.56
9370,Municipi,8212,Sant Feliu Sasserra,2021,juliol-setembre,6,433.33
9372,Municipi,8209,Sant Fost de Campsentelles,2021,juliol-setembre,13,639.21
9373,Municipi,8213,Sant Fruitós de Bages,2021,juliol-setembre,31,506.62
9374,Municipi,17163,Sant Gregori,2021,juliol-setembre,9,739.44
9376,Municipi,17164,Sant Hilari Sacalm,2021,juliol-setembre,33,408.8
9377,Municipi,8215,Sant Hipòlit de Voltregà,2021,juliol-setembre,10,429.53
9380,Municipi,43137,Sant Jaume dels Domenys,2021,juliol-setembre,8,575.0
9381,Municipi,43902,Sant Jaume d'Enveja,2021,juliol-setembre,13,380.77
9382,Municipi,17167,Sant Joan de les Abadesses,2021,juliol-setembre,20,404.25
9384,Municipi,8218,Sant Joan de Vilatorrada,2021,juliol-setembre,23,461.56
9385,Municipi,8217,Sant Joan Despí,2021,juliol-setembre,124,855.9
9386,Municipi,17185,Sant Joan les Fonts,2021,juliol-setembre,8,494.38
9388,Municipi,17169,Sant Julià de Ramis,2021,juliol-setembre,13,582.74
9389,Municipi,8220,Sant Julià de Vilatorta,2021,juliol-setembre,8,695.0
9390,Municipi,17903,Sant Julià del Llor i Bonmatí,2021,juliol-setembre,10,480.42
9391,Municipi,8221,Sant Just Desvern,2021,juliol-setembre,117,1276.08
9393,Municipi,8222,Sant Llorenç d'Hortons,2021,juliol-setembre,13,556.54
9394,Municipi,8223,Sant Llorenç Savall,2021,juliol-setembre,8,518.75
9397,Municipi,8227,Sant Martí Sarroca,2021,juliol-setembre,13,605.62
9399,Municipi,17177,Sant Pau de Segúries,2021,juliol-setembre,6,401.87
9400,Municipi,8231,Sant Pere de Ribes,2021,juliol-setembre,83,661.02
9401,Municipi,8232,Sant Pere de Riudebitlles,2021,juliol-setembre,11,542.73
9402,Municipi,8233,Sant Pere de Torelló,2021,juliol-setembre,6,380.0
9403,Municipi,8234,Sant Pere de Vilamajor,2021,juliol-setembre,8,808.75
9404,Municipi,17178,Sant Pere Pescador,2021,juliol-setembre,11,468.64
9406,Municipi,8235,Sant Pol de Mar,2021,juliol-setembre,34,685.55
9407,Municipi,8236,Sant Quintí de Mediona,2021,juliol-setembre,8,453.78
9408,Municipi,8237,Sant Quirze de Besora,2021,juliol-setembre,9,400.56
9409,Municipi,8238,Sant Quirze del Vallès,2021,juliol-setembre,46,879.29
9412,Municipi,8240,Sant Sadurní d'Anoia,2021,juliol-setembre,68,610.82
9413,Municipi,8098,Sant Salvador de Guardiola,2021,juliol-setembre,7,767.86
9414,Municipi,8262,Sant Vicenç de Castellet,2021,juliol-setembre,46,476.23
9415,Municipi,8264,Sant Vicenç de Montalt,2021,juliol-setembre,23,1486.3
9416,Municipi,8265,Sant Vicenç de Torelló,2021,juliol-setembre,6,413.33
9417,Municipi,8263,Sant Vicenç dels Horts,2021,juliol-setembre,72,697.74
9418,Municipi,43138,Santa Bàrbara,2021,juliol-setembre,8,336.88
9419,Municipi,8244,Santa Coloma de Cervelló,2021,juliol-setembre,21,785.38
9420,Municipi,17180,Santa Coloma de Farners,2021,juliol-setembre,63,514.19
9421,Municipi,8245,Santa Coloma de Gramenet,2021,juliol-setembre,433,625.59
9422,Municipi,43139,Santa Coloma de Queralt,2021,juliol-setembre,9,408.89
9423,Municipi,17181,Santa Cristina d'Aro,2021,juliol-setembre,14,783.71
9426,Municipi,8248,Santa Eulàlia de Ronçana,2021,juliol-setembre,9,817.78
9428,Municipi,8250,Santa Margarida de Montbui,2021,juliol-setembre,23,419.94
9429,Municipi,8251,Santa Margarida i els Monjos,2021,juliol-setembre,29,497.46
9430,Municipi,8259,Santa Maria de Palautordera,2021,juliol-setembre,34,587.1
9432,Municipi,43140,Santa Oliva,2021,juliol-setembre,9,707.78
9434,Municipi,8260,Santa Perpètua de Mogoda,2021,juliol-setembre,78,661.87
9435,Municipi,8261,Santa Susanna,2021,juliol-setembre,6,868.33
9436,Municipi,8192,Santpedor,2021,juliol-setembre,37,542.02
9438,Municipi,17186,Sarrià de Ter,2021,juliol-setembre,9,687.78
9441,Municipi,43145,"Selva del Camp, la",2021,juliol-setembre,15,511.03
9442,Municipi,43044,"Sénia, la",2021,juliol-setembre,11,311.82
9444,Municipi,8267,Sentmenat,2021,juliol-setembre,30,567.36
9448,Municipi,25203,"Seu d'Urgell, la",2021,juliol-setembre,127,444.38
9449,Municipi,8269,Seva,2021,juliol-setembre,10,632.5
9451,Municipi,17193,Sils,2021,juliol-setembre,24,592.08
9452,Municipi,8270,Sitges,2021,juliol-setembre,175,956.32
9455,Municipi,25207,Solsona,2021,juliol-setembre,59,381.47
9457,Municipi,25209,Sort,2021,juliol-setembre,27,374.44
9459,Municipi,8273,Subirats,2021,juliol-setembre,7,654.83
9461,Municipi,8274,Súria,2021,juliol-setembre,28,386.03
9464,Municipi,8278,Taradell,2021,juliol-setembre,34,593.5
9465,Municipi,43148,Tarragona,2021,juliol-setembre,1033,557.45
9466,Municipi,25217,Tàrrega,2021,juliol-setembre,105,424.87
9467,Municipi,8281,Teià,2021,juliol-setembre,19,1612.03
9469,Municipi,8279,Terrassa,2021,juliol-setembre,1152,613.82
9470,Municipi,8282,Tiana,2021,juliol-setembre,26,1160.13
9474,Municipi,8283,Tona,2021,juliol-setembre,36,540.69
9475,Municipi,25223,Torà,2021,juliol-setembre,9,303.33
9476,Municipi,8284,Tordera,2021,juliol-setembre,55,518.31
9477,Municipi,8285,Torelló,2021,juliol-setembre,57,477.16
9481,Municipi,43153,Torredembarra,2021,juliol-setembre,68,564.18
9482,Municipi,25228,Torrefarrera,2021,juliol-setembre,16,461.25
9488,Municipi,8289,Torrelles de Llobregat,2021,juliol-setembre,13,824.11
9489,Municipi,25232,Torres de Segre,2021,juliol-setembre,7,347.86
9492,Municipi,17199,Torroella de Montgrí,2021,juliol-setembre,49,547.76
9494,Municipi,43155,Tortosa,2021,juliol-setembre,237,383.21
9496,Municipi,17202,Tossa de Mar,2021,juliol-setembre,18,515.78
9497,Municipi,25234,Tremp,2021,juliol-setembre,21,380.48
9500,Municipi,43156,Ulldecona,2021,juliol-setembre,14,314.09
9504,Municipi,8291,Vacarisses,2021,juliol-setembre,11,649.09
9509,Municipi,17207,"Vall d'en Bas, la",2021,juliol-setembre,12,675.83
9514,Municipi,8295,Vallirana,2021,juliol-setembre,43,789.65
9517,Municipi,8296,Vallromanes,2021,juliol-setembre,10,1163.14
9518,Municipi,43161,Valls,2021,juliol-setembre,111,476.79
9521,Municipi,43162,Vandellòs i l'Hospitalet de l'Infant,2021,juliol-setembre,23,488.26
9522,Municipi,43163,"Vendrell, el",2021,juliol-setembre,179,551.99
9527,Municipi,8298,Vic,2021,juliol-setembre,283,544.03
9529,Municipi,17213,Vidreres,2021,juliol-setembre,15,639.33
9530,Municipi,25243,Vielha e Mijaran,2021,juliol-setembre,16,595.31
9535,Municipi,8301,Viladecans,2021,juliol-setembre,196,752.16
9536,Municipi,8300,Viladecavalls,2021,juliol-setembre,7,842.86
9539,Municipi,17221,Vilafant,2021,juliol-setembre,8,435.0
9540,Municipi,8305,Vilafranca del Penedès,2021,juliol-setembre,202,566.15
9545,Municipi,43166,Vilallonga del Camp,2021,juliol-setembre,10,439.31
9552,Municipi,8302,Vilanova del Camí,2021,juliol-setembre,30,419.45
9553,Municipi,8902,Vilanova del Vallès,2021,juliol-setembre,21,861.19
9555,Municipi,8307,Vilanova i la Geltrú,2021,juliol-setembre,280,663.82
9560,Municipi,43171,Vila-seca,2021,juliol-setembre,80,492.96
9561,Municipi,8214,Vilassar de Dalt,2021,juliol-setembre,29,896.62
9562,Municipi,8219,Vilassar de Mar,2021,juliol-setembre,84,859.37
9564,Municipi,17233,Vilobí d'Onyar,2021,juliol-setembre,10,582.5
9569,Municipi,43178,Vinyols i els Arcs,2021,juliol-setembre,9,485.0
9571,Municipi,17036,Campdevànol,2021,gener-setembre,28,368.24
9572,Municipi,8039,Campins,2021,gener-setembre,9,622.22
9573,Municipi,17039,Camprodon,2021,gener-setembre,13,513.46
9574,Municipi,17040,Canet d'Adri,2021,gener-setembre,7,1178.57
9575,Municipi,8040,Canet de Mar,2021,gener-setembre,252,645.76
9576,Municipi,43907,"Canonja, la",2021,gener-setembre,50,396.55
9577,Municipi,8041,Canovelles,2021,gener-setembre,161,571.3
9578,Municipi,8042,Cànoves i Samalús,2021,gener-setembre,19,816.79
9580,Municipi,8043,Canyelles,2021,gener-setembre,25,916.96
9583,Municipi,8044,Capellades,2021,gener-setembre,68,485.23
9585,Municipi,8046,Cardedeu,2021,gener-setembre,340,723.5
9586,Municipi,8047,Cardona,2021,gener-setembre,63,356.74
9588,Municipi,17044,Cassà de la Selva,2021,gener-setembre,141,560.04
9589,Municipi,8049,Casserres,2021,gener-setembre,15,391.6
9593,Municipi,8051,Castellar del Vallès,2021,gener-setembre,166,697.26
9594,Municipi,8053,Castellbell i el Vilar,2021,gener-setembre,44,431.23
9595,Municipi,8054,Castellbisbal,2021,gener-setembre,117,770.09
9596,Municipi,8055,Castellcir,2021,gener-setembre,17,636.76
9597,Municipi,25067,Castelldans,2021,gener-setembre,7,417.86
9598,Municipi,8056,Castelldefels,2021,gener-setembre,1173,975.65
9599,Municipi,8058,Castellet i la Gornal,2021,gener-setembre,18,564.17
9600,Municipi,17046,Castellfollit de la Roca,2021,gener-setembre,11,342.18
9602,Municipi,8061,Castellgalí,2021,gener-setembre,22,646.59
9605,Municipi,8001,Abrera,2021,gener-setembre,98,646.74
9607,Municipi,25003,Agramunt,2021,gener-setembre,99,328.23
9609,Municipi,17001,Agullana,2021,gener-setembre,16,473.13
9610,Municipi,8014,Aiguafreda,2021,gener-setembre,43,588.43
9611,Municipi,43001,Aiguamúrcia,2021,gener-setembre,8,487.5
9613,Municipi,25038,Aitona,2021,gener-setembre,29,368.63
9616,Municipi,25007,Albatàrrec,2021,gener-setembre,16,371.11
9617,Municipi,25008,Albesa,2021,gener-setembre,6,345.83
9619,Municipi,43002,Albinyana,2021,gener-setembre,18,556.85
9620,Municipi,17004,Albons,2021,gener-setembre,6,615.83
9621,Municipi,43004,Alcanar,2021,gener-setembre,84,404.86
9623,Municipi,25011,Alcarràs,2021,gener-setembre,111,402.14
9624,Municipi,25012,Alcoletge,2021,gener-setembre,30,465.37
9625,Municipi,43005,Alcover,2021,gener-setembre,26,475.35
9626,Municipi,43904,"Aldea, l'",2021,gener-setembre,49,303.37
9628,Municipi,43007,"Aleixar, l'",2021,gener-setembre,10,356.0
9629,Municipi,8003,Alella,2021,gener-setembre,119,1179.04
9631,Municipi,25013,Alfarràs,2021,gener-setembre,14,349.18
9633,Municipi,43009,Alforja,2021,gener-setembre,15,383.33
9635,Municipi,25016,Alguaire,2021,gener-setembre,11,316.36
9636,Municipi,43010,Alió,2021,gener-setembre,8,435.92
9637,Municipi,25019,Almacelles,2021,gener-setembre,53,371.56
9639,Municipi,25021,Almenar,2021,gener-setembre,11,344.55
9641,Municipi,17006,Alp,2021,gener-setembre,20,596.6
9643,Municipi,25023,Alpicat,2021,gener-setembre,9,477.22
9645,Municipi,43012,Altafulla,2021,gener-setembre,90,721.76
9646,Municipi,17007,Amer,2021,gener-setembre,35,443.87
9647,Municipi,43013,"Ametlla de Mar, l'",2021,gener-setembre,63,405.59
9648,Municipi,8005,"Ametlla del Vallès, l'",2021,gener-setembre,65,863.48
9649,Municipi,43906,"Ampolla, l'",2021,gener-setembre,38,456.92
9650,Municipi,43014,Amposta,2021,gener-setembre,230,338.03
9651,Municipi,17008,Anglès,2021,gener-setembre,78,484.68
9652,Municipi,25027,Anglesola,2021,gener-setembre,12,428.75
9654,Municipi,43016,"Arboç, l'",2021,gener-setembre,74,466.75
9656,Municipi,17009,Arbúcies,2021,gener-setembre,142,432.24
9657,Municipi,8006,Arenys de Mar,2021,gener-setembre,279,712.96
9658,Municipi,8007,Arenys de Munt,2021,gener-setembre,125,606.36
9662,Municipi,8009,Argentona,2021,gener-setembre,137,729.23
9663,Municipi,17011,"Armentera, l'",2021,gener-setembre,9,511.11
9665,Municipi,8010,Artés,2021,gener-setembre,102,425.78
9667,Municipi,25034,Artesa de Segre,2021,gener-setembre,32,310.94
9669,Municipi,8011,Avià,2021,gener-setembre,33,416.21
9670,Municipi,8012,Avinyó,2021,gener-setembre,22,457.07
9671,Municipi,17012,Avinyonet de Puigventós,2021,gener-setembre,11,713.64
9672,Municipi,8013,Avinyonet del Penedès,2021,gener-setembre,11,647.91
9673,Municipi,8015,Badalona,2021,gener-setembre,2728,731.18
9674,Municipi,8904,Badia del Vallès,2021,gener-setembre,20,305.72
9675,Municipi,8016,Bagà,2021,gener-setembre,15,351.33
9677,Municipi,25040,Balaguer,2021,gener-setembre,232,377.12
9678,Municipi,8017,Balenyà,2021,gener-setembre,54,508.7
9679,Municipi,8018,Balsareny,2021,gener-setembre,25,441.8
9680,Municipi,43020,Banyeres del Penedès,2021,gener-setembre,18,529.72
9681,Municipi,17015,Banyoles,2021,gener-setembre,329,578.49
9684,Municipi,8252,Barberà del Vallès,2021,gener-setembre,280,669.53
9685,Municipi,8019,Barcelona,2021,gener-setembre,42907,913.73
9686,Municipi,17016,Bàscara,2021,gener-setembre,15,550.73
9687,Municipi,43022,Batea,2021,gener-setembre,6,312.5
9688,Municipi,8020,Begues,2021,gener-setembre,93,1044.68
9689,Municipi,17013,Begur,2021,gener-setembre,17,715.88
9693,Municipi,25048,Bell-lloc d'Urgell,2021,gener-setembre,19,418.42
9694,Municipi,25050,Bellpuig,2021,gener-setembre,61,385.23
9695,Municipi,43024,Bellvei,2021,gener-setembre,15,435.67
9696,Municipi,25051,Bellver de Cerdanya,2021,gener-setembre,46,567.86
9697,Municipi,25052,Bellvís,2021,gener-setembre,11,359.09
9701,Municipi,8022,Berga,2021,gener-setembre,318,399.05
9702,Municipi,17019,Besalú,2021,gener-setembre,24,507.71
9703,Municipi,17020,Bescanó,2021,gener-setembre,23,615.0
9704,Municipi,8023,Bigues i Riells del Fai,2021,gener-setembre,57,709.11
9705,Municipi,43028,"Bisbal del Penedès, la",2021,gener-setembre,22,616.41
9706,Municipi,17022,"Bisbal d'Empordà, la",2021,gener-setembre,177,454.64
9709,Municipi,17023,Blanes,2021,gener-setembre,751,499.61
9711,Municipi,17024,Bolvir,2021,gener-setembre,9,967.04
9712,Municipi,43030,Bonastre,2021,gener-setembre,9,401.38
9713,Municipi,17025,Bordils,2021,gener-setembre,12,622.5
9714,Municipi,25058,"Borges Blanques, les",2021,gener-setembre,48,354.3
9715,Municipi,43031,"Borges del Camp, les",2021,gener-setembre,22,418.86
9716,Municipi,17026,Borrassà,2021,gener-setembre,9,698.89
9718,Municipi,25059,Bossòst,2021,gener-setembre,8,403.3
9719,Municipi,43033,Botarell,2021,gener-setembre,7,513.57
9721,Municipi,17027,Breda,2021,gener-setembre,70,527.76
9722,Municipi,8025,"Bruc, el",2021,gener-setembre,29,659.59
9726,Municipi,17030,Cabanes,2021,gener-setembre,7,525.0
9727,Municipi,8027,"Cabanyes, les",2021,gener-setembre,9,827.78
9728,Municipi,43036,Cabra del Camp,2021,gener-setembre,8,454.25
9730,Municipi,8029,Cabrera de Mar,2021,gener-setembre,67,1127.91
9731,Municipi,8030,Cabrils,2021,gener-setembre,67,1099.63
9732,Municipi,17032,Cadaqués,2021,gener-setembre,30,665.96
9733,Municipi,8031,Calaf,2021,gener-setembre,43,342.2
9734,Municipi,43037,Calafell,2021,gener-setembre,537,567.29
9735,Municipi,8034,Calders,2021,gener-setembre,7,476.71
9736,Municipi,17033,Caldes de Malavella,2021,gener-setembre,65,738.54
9737,Municipi,8033,Caldes de Montbui,2021,gener-setembre,315,685.24
9738,Municipi,8032,Caldes d'Estrac,2021,gener-setembre,63,869.52
9739,Municipi,8035,Calella,2021,gener-setembre,438,598.88
9740,Municipi,8037,Calldetenes,2021,gener-setembre,23,553.04
9741,Municipi,8038,Callús,2021,gener-setembre,35,416.56
9743,Municipi,17034,Calonge i Sant Antoni,2021,gener-setembre,117,659.68
9745,Municipi,43903,Camarles,2021,gener-setembre,31,367.42
9746,Municipi,43038,Cambrils,2021,gener-setembre,546,567.02
9748,Municipi,17047,Castelló d'Empúries,2021,gener-setembre,143,534.48
9749,Municipi,8063,Castellolí,2021,gener-setembre,6,666.67
9750,Municipi,17048,Castell-Platja d'Aro,2021,gener-setembre,139,677.61
9751,Municipi,25070,Castellserà,2021,gener-setembre,7,332.86
9752,Municipi,8064,Castellterçol,2021,gener-setembre,54,545.83
9753,Municipi,43042,Castellvell del Camp,2021,gener-setembre,7,471.11
9754,Municipi,8065,Castellví de la Marca,2021,gener-setembre,11,531.36
9755,Municipi,8066,Castellví de Rosanes,2021,gener-setembre,11,761.82
9756,Municipi,43043,"Catllar, el",2021,gener-setembre,27,525.37
9758,Municipi,17189,"Cellera de Ter, la",2021,gener-setembre,22,489.77
9759,Municipi,17049,Celrà,2021,gener-setembre,45,603.65
9760,Municipi,8067,Centelles,2021,gener-setembre,117,544.57
9761,Municipi,8268,Cercs,2021,gener-setembre,11,389.27
9762,Municipi,8266,Cerdanyola del Vallès,2021,gener-setembre,694,748.14
9763,Municipi,8068,Cervelló,2021,gener-setembre,89,783.97
9764,Municipi,25072,Cervera,2021,gener-setembre,122,342.82
9773,Municipi,8069,Collbató,2021,gener-setembre,24,873.96
9775,Municipi,8070,Collsuspina,2021,gener-setembre,6,542.5
9779,Municipi,43047,Constantí,2021,gener-setembre,57,397.02
9781,Municipi,8072,Corbera de Llobregat,2021,gener-setembre,192,726.57
9783,Municipi,25078,Corbins,2021,gener-setembre,6,444.47
9784,Municipi,17057,Corçà,2021,gener-setembre,7,565.0
9785,Municipi,8073,Cornellà de Llobregat,2021,gener-setembre,1288,691.8
9786,Municipi,17056,Cornellà del Terri,2021,gener-setembre,27,622.56
9787,Municipi,43049,Cornudella de Montsant,2021,gener-setembre,6,434.17
9788,Municipi,43050,Creixell,2021,gener-setembre,65,538.77
9790,Municipi,17901,"Cruïlles, Monells i Sant Sadurní de l'Heura",2021,gener-setembre,10,634.4
9791,Municipi,8074,Cubelles,2021,gener-setembre,243,718.38
9792,Municipi,25079,Cubells,2021,gener-setembre,6,390.0
9793,Municipi,43051,Cunit,2021,gener-setembre,208,576.05
9794,Municipi,17060,Darnius,2021,gener-setembre,7,415.71
9795,Municipi,17061,Das,2021,gener-setembre,7,660.71
9796,Municipi,43901,Deltebre,2021,gener-setembre,139,341.06
9797,Municipi,8075,Dosrius,2021,gener-setembre,50,819.82
9798,Municipi,43053,Duesaigües,2021,gener-setembre,6,313.33
