DATA INCENDI,CODI COMARCA,COMARCA,CODI MUNICIPI,TERMEMUNIC,HAARBRADES,HANOARBRAD,HANOFOREST,HAFORESTAL
06/07/2015,6,Anoia,80253,"Bruc, el",0.08,0.00,0.01,0.08
06/07/2015,1,Alt Camp,431704,Vila-rodona,0.00,0.20,1.00,0.20
06/07/2015,8,Baix Camp,430311,"Borges del Camp, les",0.04,0.00,0.00,0.04
07/07/2015,6,Anoia,81653,"Pobla de Claramunt, la",0.80,0.00,0.07,0.80
07/07/2015,7,Bages,80109,Artés,2.32,0.48,1.68,2.80
07/07/2015,20,Gironès,170792,Girona,0.00,0.00,0.00,0.00
07/07/2015,16,Conca de Barberà,430542,"Espluga de Francolí, l'",0.84,0.62,0.06,1.46
08/07/2015,7,Bages,80478,Cardona,0.07,0.00,0.00,0.07
08/07/2015,21,Maresme,81555,Palafolls,0.01,0.00,0.00,0.01
08/07/2015,40,Vallès Occidental,82798,Terrassa,0.00,0.10,0.00,0.10
09/07/2015,21,Maresme,82824,Tiana,0.00,0.00,0.00,0.00
09/07/2015,40,Vallès Occidental,82798,Terrassa,0.00,0.03,0.00,0.03
09/07/2015,2,Alt Empordà,170926,Llançà,0.00,0.05,0.00,0.05
09/07/2015,36,Tarragonès,431482,Tarragona,0.00,0.02,0.00,0.02
10/07/2015,11,Baix Llobregat,83015,Viladecans,0.02,0.00,0.00,0.02
10/07/2015,29,Priorat,431573,Ulldemolins,0.00,0.00,0.00,0.00
10/07/2015,16,Conca de Barberà,430733,Llorac,0.68,0.20,7.37,0.88
11/07/2015,7,Bages,80983,Sant Salvador de Guardiola,0.08,0.00,0.00,0.08
11/07/2015,34,Selva,172137,Vidreres,0.00,0.00,0.00,0.00
12/07/2015,40,Vallès Occidental,83008,Viladecavalls,0.08,0.00,0.00,0.08
12/07/2015,14,Berguedà,82687,Cercs,0.00,0.00,0.00,0.00
12/07/2015,42,Moianès,80556,Castellcir,0.00,0.05,0.00,0.05
12/07/2015,4,Alt Urgell,250447,Bassella,0.00,0.12,0.00,0.12
12/07/2015,26,Pallars Sobirà,252094,Sort,0.00,0.00,0.00,0.00
12/07/2015,12,Baix Penedès,430901,"Montmell, el",0.00,0.15,0.00,0.15
13/07/2015,34,Selva,172023,Tossa de Mar,0.00,0.00,0.00,0.00
13/07/2015,2,Alt Empordà,172235,Vilajuïga,0.00,0.05,0.00,0.05
13/07/2015,2,Alt Empordà,171387,Portbou,0.49,19.10,0.53,19.59
15/07/2015,11,Baix Llobregat,80018,Abrera,0.00,0.01,0.00,0.01
15/07/2015,7,Bages,80983,Sant Salvador de Guardiola,0.40,0.60,0.40,1.00
15/07/2015,11,Baix Llobregat,80018,Abrera,0.00,0.02,0.00,0.02
15/07/2015,35,Solsonès,250642,Castellar de la Ribera,0.52,0.45,5.08,0.97
15/07/2015,23,Noguera,250404,Balaguer,0.00,0.15,0.00,0.15
16/07/2015,40,Vallès Occidental,82798,Terrassa,0.01,0.00,0.00,0.01
16/07/2015,34,Selva,170335,Caldes de Malavella,0.08,0.00,0.00,0.08
16/07/2015,23,Noguera,251569,Os de Balaguer,2.60,1.50,0.80,4.10
16/07/2015,32,Segarra,250557,Biosca,2.64,0.82,4.73,3.46
17/07/2015,26,Pallars Sobirà,251832,Rialp,0.02,0.00,0.00,0.02
17/07/2015,15,Cerdanya,250518,Bellver de Cerdanya,4.20,0.11,0.00,4.31
18/07/2015,14,Berguedà,81424,"Nou de Berguedà, la",0.00,0.02,0.00,0.02
18/07/2015,6,Anoia,80364,Calonge de Segarra,1.20,1.20,11.70,2.40
18/07/2015,23,Noguera,251569,Os de Balaguer,0.00,0.50,0.00,0.50
18/07/2015,26,Pallars Sobirà,252094,Sort,0.00,0.03,0.00,0.03
18/07/2015,29,Priorat,430960,"Morera de Montsant, la",0.00,0.10,0.00,0.10
20/07/2015,6,Anoia,81653,"Pobla de Claramunt, la",0.03,0.00,0.00,0.03
20/07/2015,6,Anoia,82264,Sant Martí de Tous,0.00,0.00,0.00,0.00
20/07/2015,11,Baix Llobregat,81574,Pallejà,0.15,0.00,0.00,0.15
20/07/2015,24,Osona,172207,Viladrau,0.07,0.00,0.00,0.07
20/07/2015,2,Alt Empordà,171432,Rabós,0.12,0.03,3.59,0.15
20/07/2015,35,Solsonès,251667,Pinell de Solsonès,0.00,0.00,0.00,0.00
21/07/2015,14,Berguedà,81326,Montmajor,0.00,0.00,0.00,0.00
21/07/2015,40,Vallès Occidental,82055,Sant Cugat del Vallès,0.00,0.00,0.00,0.00
21/07/2015,40,Vallès Occidental,81878,Sabadell,0.00,1.03,0.00,1.03
21/07/2015,28,Pla de l'Estany,170656,Esponellà,0.05,0.00,0.00,0.05
21/07/2015,20,Gironès,170792,Girona,14.67,24.15,1.57,38.82
23/07/2015,38,Urgell,252385,Vallbona de les Monges,0.06,0.00,0.00,0.06
24/07/2015,11,Baix Llobregat,80898,Gavà,0.00,0.08,0.00,0.08
24/07/2015,37,Terra Alta,430189,Arnes,0.00,0.40,0.00,0.40
24/07/2015,8,Baix Camp,430923,Mont-roig del Camp,0.92,0.00,0.13,0.92
25/07/2015,2,Alt Empordà,170160,Bàscara,0.00,0.00,0.00,0.00
26/07/2015,41,Vallès Oriental,81363,Montornès del Vallès,0.00,0.10,0.00,0.10
26/07/2015,40,Vallès Occidental,81206,Matadepera,0.00,0.00,0.00,0.00
26/07/2015,40,Vallès Occidental,82798,Terrassa,0.00,0.01,0.00,0.01
26/07/2015,6,Anoia,81430,Òdena,905.30,154.10,204.50,1059.40
26/07/2015,20,Gironès,171735,Sant Martí Vell,0.05,0.00,0.00,0.05
26/07/2015,38,Urgell,259025,Sant Martí de Riucorb,0.00,0.00,0.00,0.00
27/07/2015,29,Priorat,430271,"Bisbal de Falset, la",0.00,0.08,0.00,0.08
29/07/2015,21,Maresme,81635,Pineda de Mar,0.23,0.01,0.00,0.24
30/07/2015,41,Vallès Oriental,82943,Vallgorguina,0.00,0.00,0.00,0.00
31/07/2015,13,Barcelonès,81944,Sant Adrià de Besòs,0.00,0.01,0.00,0.01
31/07/2015,30,Ribera d'Ebre,431508,Tivissa,0.00,0.00,0.00,0.00
02/08/2015,24,Osona,82331,Sant Pere de Torelló,0.00,0.03,0.00,0.03
02/08/2015,3,Alt Penedès,81458,Olèrdola,0.02,0.00,0.00,0.02
02/08/2015,2,Alt Empordà,171024,Maçanet de Cabrenys,0.00,0.00,0.00,0.00
03/08/2015,33,Segrià,252043,Seròs,5.70,0.80,0.00,6.50
03/08/2015,9,Baix Ebre,430136,"Ametlla de Mar, l'",0.00,0.00,0.00,0.00
03/08/2015,8,Baix Camp,430094,Alforja,0.10,0.00,0.00,0.10
04/08/2015,24,Osona,172207,Viladrau,0.00,0.00,0.00,0.00
04/08/2015,10,Baix Empordà,171306,"Pera, la",0.00,0.04,0.00,0.04
05/08/2015,20,Gironès,171426,Quart,1.70,0.00,0.00,1.70
05/08/2015,2,Alt Empordà,170470,Castelló d'Empúries,0.00,0.05,0.00,0.05
05/08/2015,16,Conca de Barberà,431476,Solivella,0.00,1.94,0.00,1.94
06/08/2015,7,Bages,80386,Callús,0.03,0.00,0.00,0.03
06/08/2015,2,Alt Empordà,171523,Roses,0.00,0.15,0.00,0.15
07/08/2015,40,Vallès Occidental,81878,Sabadell,0.00,0.35,0.00,0.35
11/08/2015,36,Tarragonès,431482,Tarragona,0.00,0.01,0.00,0.01
12/08/2015,6,Anoia,83020,Vilanova del Camí,0.01,0.00,0.00,0.01
15/08/2015,6,Anoia,80636,Castellolí,0.00,0.00,0.00,0.00
16/08/2015,7,Bages,81419,Navàs,0.00,0.00,0.00,0.00
16/08/2015,17,Garraf,82310,Sant Pere de Ribes,0.00,0.00,0.00,0.00
16/08/2015,17,Garraf,81483,Olivella,0.00,0.00,0.00,0.00
16/08/2015,7,Bages,80620,Castellnou de Bages,0.00,0.00,0.00,0.00
20/08/2015,32,Segarra,259078,Torrefeta i Florejacs,0.00,0.05,0.00,0.05
21/08/2015,36,Tarragonès,431482,Tarragona,0.00,0.00,0.00,0.00
24/08/2015,9,Baix Ebre,430136,"Ametlla de Mar, l'",1.20,43.83,0.11,45.03
25/08/2015,8,Baix Camp,430923,Mont-roig del Camp,0.00,0.05,0.00,0.05
26/08/2015,8,Baix Camp,431628,Vandellòs i l'Hospitalet de l'Infant,0.00,0.00,0.00,0.00
26/08/2015,8,Baix Camp,431628,Vandellòs i l'Hospitalet de l'Infant,0.70,0.00,0.00,0.70
27/08/2015,11,Baix Llobregat,81580,"Papiol, el",0.01,0.00,0.00,0.01
27/08/2015,13,Barcelonès,80155,Badalona,0.00,0.00,0.00,0.00
27/08/2015,38,Urgell,251575,Ossó de Sió,0.28,0.57,4.69,0.85
27/08/2015,30,Ribera d'Ebre,430265,Benissanet,0.04,0.00,0.00,0.04
29/08/2015,16,Conca de Barberà,431726,Vilaverd,0.00,0.02,0.97,0.02
29/08/2015,29,Priorat,430496,Cornudella de Montsant,0.01,0.00,0.00,0.01
29/08/2015,29,Priorat,430496,Cornudella de Montsant,4.94,24.06,0.44,29.00
30/08/2015,3,Alt Penedès,83054,Vilafranca del Penedès,0.00,0.02,0.00,0.02
31/08/2015,26,Pallars Sobirà,259031,"Guingueta d'Àneu, la",0.00,0.00,0.00,0.00
31/08/2015,16,Conca de Barberà,430542,"Espluga de Francolí, l'",0.01,0.00,0.00,0.01
31/08/2015,29,Priorat,431140,Porrera,0.00,0.00,0.00,0.00
01/09/2015,3,Alt Penedès,80581,Castellet i la Gornal,0.00,0.04,0.00,0.04
01/09/2015,40,Vallès Occidental,82917,Vacarisses,0.05,0.00,0.00,0.05
03/09/2015,2,Alt Empordà,170329,Cadaqués,0.00,0.00,0.00,0.00
06/09/2015,8,Baix Camp,431188,Pratdip,0.00,0.77,0.06,0.77
07/09/2015,21,Maresme,81213,Mataró,0.00,0.30,0.00,0.30
10/09/2015,41,Vallès Oriental,82482,Santa Eulàlia de Ronçana,0.00,0.00,0.00,0.00
13/09/2015,2,Alt Empordà,171582,Sant Climent Sescebes,0.00,0.50,0.00,0.50
14/09/2015,35,Solsonès,250753,Clariana de Cardener,0.00,0.00,0.00,0.00
15/09/2015,41,Vallès Oriental,80333,Caldes de Montbui,0.03,0.00,0.00,0.03
17/09/2015,41,Vallès Oriental,80811,Fogars de Montclús,0.03,0.00,0.00,0.03
17/09/2015,28,Pla de l'Estany,171236,Palol de Revardit,0.01,0.00,0.00,0.01
19/09/2015,41,Vallès Oriental,80863,"Franqueses del Vallès, les",0.23,0.00,0.00,0.23
21/09/2015,38,Urgell,251305,Maldà,0.00,0.65,0.54,0.65
22/09/2015,41,Vallès Oriental,80425,Cànoves i Samalús,0.01,0.00,0.00,0.01
22/09/2015,7,Bages,82135,Sant Fruitós de Bages,0.51,0.43,0.00,0.94
23/09/2015,9,Baix Ebre,430252,Benifallet,0.00,0.13,0.00,0.13
26/09/2015,41,Vallès Oriental,80333,Caldes de Montbui,0.02,0.00,0.00,0.02
28/09/2015,2,Alt Empordà,170622,"Escala, l'",0.04,0.00,0.00,0.04
28/09/2015,9,Baix Ebre,431042,"Perelló, el",0.10,0.00,0.00,0.10
29/09/2015,2,Alt Empordà,170622,"Escala, l'",0.01,0.00,0.00,0.01
03/10/2015,9,Baix Ebre,430069,Aldover,0.00,0.00,0.00,0.00
09/10/2015,30,Ribera d'Ebre,431212,Rasquera,0.00,0.10,0.00,0.10
10/10/2015,35,Solsonès,251517,Olius,0.00,0.18,0.00,0.18
10/10/2015,35,Solsonès,251863,Riner,0.00,0.00,0.00,0.00
10/10/2015,5,Alta Ribagorça,250432,"Vall de Boí, la",0.00,0.00,0.00,0.00
10/10/2015,37,Terra Alta,430419,Caseres,2.35,0.02,0.94,2.37
12/10/2015,7,Bages,82779,Talamanca,0.00,0.00,0.00,0.00
12/10/2015,40,Vallès Occidental,82798,Terrassa,0.00,0.06,0.00,0.06
21/10/2015,16,Conca de Barberà,430213,Barberà de la Conca,0.00,0.31,0.00,0.31
22/10/2015,7,Bages,81825,"Pont de Vilomara i Rocafort, el",0.00,0.16,0.00,0.16
22/10/2015,10,Baix Empordà,170221,"Bisbal d'Empordà, la",0.03,0.00,0.00,0.03
22/10/2015,16,Conca de Barberà,431418,Pontils,1.10,0.00,0.00,1.10
22/10/2015,37,Terra Alta,431068,"Pinell de Brai, el",5.81,0.95,13.54,6.76
23/10/2015,7,Bages,80983,Sant Salvador de Guardiola,0.03,0.00,0.00,0.03
25/10/2015,37,Terra Alta,430228,Batea,0.00,0.15,0.00,0.15
26/10/2015,33,Segrià,250117,Alcarràs,0.32,0.00,0.00,0.32
17/11/2015,11,Baix Llobregat,81691,"Prat de Llobregat, el",0.00,0.87,0.00,0.87
22/11/2015,19,Garrotxa,172082,"Vall de Bianya, la",0.00,0.00,0.00,0.00
25/11/2015,33,Segrià,259123,Gimenells i el Pla de la Font,0.30,0.00,0.00,0.30
25/11/2015,1,Alt Camp,430056,Alcover,1.63,0.00,0.00,1.63
26/11/2015,9,Baix Ebre,430521,Xerta,0.63,0.00,0.00,0.63
26/11/2015,8,Baix Camp,430923,Mont-roig del Camp,0.00,0.09,0.00,0.09
28/11/2015,16,Conca de Barberà,430862,Montblanc,0.00,0.00,0.00,0.00
29/11/2015,16,Conca de Barberà,430862,Montblanc,0.00,0.00,0.00,0.00
12/12/2015,7,Bages,80902,Gaià,0.00,0.00,0.00,0.00
19/12/2015,2,Alt Empordà,170741,Fortià,0.00,0.20,0.00,0.20
24/12/2015,41,Vallès Oriental,82021,Sant Celoni,0.29,0.00,0.00,0.29
26/12/2015,20,Gironès,170979,Madremanya,0.04,0.00,0.00,0.04
30/12/2015,9,Baix Ebre,431554,Tortosa,0.05,0.00,0.00,0.05
02/01/2016,29,Priorat,430825,"Masroig, el",0.00,0.00,0.00,0.00
02/01/2016,29,Priorat,430825,"Masroig, el",0.00,0.00,0.00,0.00
02/01/2016,29,Priorat,430825,"Masroig, el",0.00,0.00,0.00,0.00
03/01/2016,34,Selva,170097,Arbúcies,0.03,0.00,0.00,0.03
06/01/2016,12,Baix Penedès,430022,Albinyana,10.60,4.70,0.10,15.30
07/01/2016,6,Anoia,82508,Santa Margarida de Montbui,0.00,0.06,0.00,0.06
08/01/2016,21,Maresme,80291,Cabrera de Mar,0.15,0.00,0.00,0.15
09/01/2016,40,Vallès Occidental,82055,Sant Cugat del Vallès,0.00,0.00,0.00,0.00
10/01/2016,3,Alt Penedès,82877,Torrelavit,0.16,0.00,0.00,0.16
10/01/2016,41,Vallès Oriental,82021,Sant Celoni,0.14,0.00,0.00,0.14
10/01/2016,40,Vallès Occidental,82233,Sant Llorenç Savall,0.15,0.00,0.00,0.15
10/01/2016,28,Pla de l'Estany,170715,Fontcoberta,0.24,0.00,0.00,0.24
11/01/2016,41,Vallès Oriental,81982,Sant Antoni de Vilamajor,0.27,0.00,0.00,0.27
11/01/2016,24,Osona,82331,Sant Pere de Torelló,0.00,0.08,0.00,0.08
12/01/2016,21,Maresme,82819,Teià,0.00,1.80,0.00,1.80
13/01/2016,40,Vallès Occidental,80879,Gallifa,0.00,0.01,0.00,0.01
13/01/2016,16,Conca de Barberà,431763,Vimbodí i Poblet,0.00,0.00,0.00,0.00
16/01/2016,6,Anoia,81430,Òdena,0.00,0.13,0.00,0.13
16/01/2016,7,Bages,80180,Balsareny,0.97,0.00,0.00,0.97
16/01/2016,40,Vallès Occidental,81252,Montcada i Reixac,0.00,0.24,0.00,0.24
16/01/2016,40,Vallès Occidental,82055,Sant Cugat del Vallès,0.00,0.00,0.00,0.00
16/01/2016,28,Pla de l'Estany,172180,Vilademuls,1.60,0.00,0.00,1.60
17/01/2016,3,Alt Penedès,82877,Torrelavit,0.03,0.00,0.00,0.03
17/01/2016,34,Selva,171030,Maçanet de la Selva,0.06,0.00,0.00,0.06
17/01/2016,26,Pallars Sobirà,252094,Sort,0.00,0.15,0.00,0.15
18/01/2016,42,Moianès,80556,Castellcir,0.12,0.00,0.00,0.12
18/01/2016,23,Noguera,250621,Camarasa,0.00,0.06,0.00,0.06
19/01/2016,2,Alt Empordà,170314,Cabanelles,0.05,0.00,0.00,0.05
20/01/2016,7,Bages,80983,Sant Salvador de Guardiola,0.00,0.00,0.00,0.00
21/01/2016,3,Alt Penedès,82877,Torrelavit,0.07,0.00,0.00,0.07
23/01/2016,12,Baix Penedès,430287,"Bisbal del Penedès, la",0.09,1.72,0.01,1.81
23/01/2016,36,Tarragonès,431482,Tarragona,0.01,0.00,0.00,0.01
23/01/2016,9,Baix Ebre,431554,Tortosa,0.00,0.00,0.00,0.00
25/01/2016,18,Garrigues,250812,"Espluga Calba, l'",0.32,0.00,0.00,0.32
27/01/2016,40,Vallès Occidental,81878,Sabadell,0.14,0.16,0.00,0.30
27/01/2016,28,Pla de l'Estany,170157,Banyoles,0.05,0.00,0.00,0.05
28/01/2016,41,Vallès Oriental,81249,Mollet del Vallès,0.00,0.00,0.00,0.00
28/01/2016,21,Maresme,80060,Arenys de Mar,0.00,0.04,0.10,0.04
31/01/2016,7,Bages,81136,Manresa,0.00,0.02,0.00,0.02
31/01/2016,40,Vallès Occidental,81878,Sabadell,0.00,0.02,0.00,0.02
31/01/2016,20,Gironès,170890,Llagostera,0.01,0.00,0.00,0.01
31/01/2016,16,Conca de Barberà,430862,Montblanc,0.00,0.02,0.00,0.02
01/02/2016,28,Pla de l'Estany,170715,Fontcoberta,0.07,0.00,0.00,0.07
01/02/2016,19,Garrotxa,171143,Olot,0.25,0.00,0.00,0.25
01/02/2016,29,Priorat,430825,"Masroig, el",0.02,0.00,0.00,0.02
02/02/2016,28,Pla de l'Estany,170157,Banyoles,0.02,0.00,0.00,0.02
03/02/2016,6,Anoia,81192,Masquefa,0.00,0.11,0.00,0.11
03/02/2016,20,Gironès,171557,Salt,0.00,0.12,0.00,0.12
04/02/2016,3,Alt Penedès,82401,Sant Sadurní d'Anoia,0.00,0.20,0.32,0.20
04/02/2016,2,Alt Empordà,171766,Sant Mori,0.10,0.00,0.00,0.10
04/02/2016,2,Alt Empordà,170669,Figueres,0.00,0.30,0.00,0.30
04/02/2016,38,Urgell,259025,Sant Martí de Riucorb,0.00,0.70,0.00,0.70
04/02/2016,16,Conca de Barberà,430862,Montblanc,0.40,0.00,0.00,0.40
05/02/2016,40,Vallès Occidental,81252,Montcada i Reixac,0.00,0.01,0.00,0.01
05/02/2016,14,Berguedà,80497,Casserres,0.49,0.00,0.00,0.49
05/02/2016,21,Maresme,81555,Palafolls,0.10,0.00,0.00,0.10
05/02/2016,25,Pallars Jussà,252347,Tremp,0.14,3.60,0.00,3.74
05/02/2016,23,Noguera,250024,Àger,0.60,0.00,0.00,0.60
06/02/2016,14,Berguedà,80787,"Espunyola, l'",0.00,0.00,0.00,0.00
07/02/2016,16,Conca de Barberà,430862,Montblanc,0.00,1.50,0.11,1.50
08/02/2016,28,Pla de l'Estany,170157,Banyoles,0.00,0.00,0.00,0.00
08/02/2016,10,Baix Empordà,170577,Corçà,0.00,0.05,0.00,0.05
08/02/2016,38,Urgell,250707,Castellserà,0.00,0.40,0.00,0.40
09/02/2016,9,Baix Ebre,431554,Tortosa,0.00,0.00,0.00,0.00
09/02/2016,9,Baix Ebre,430069,Aldover,0.07,0.00,0.00,0.07
09/02/2016,9,Baix Ebre,431554,Tortosa,0.00,0.03,0.00,0.03
10/02/2016,3,Alt Penedès,81228,Mediona,0.00,0.05,0.00,0.05
10/02/2016,11,Baix Llobregat,82114,Sant Feliu de Llobregat,0.00,1.01,0.04,1.01
10/02/2016,9,Baix Ebre,431554,Tortosa,0.00,0.01,0.00,0.01
11/02/2016,3,Alt Penedès,82732,Subirats,0.00,0.00,0.00,0.00
13/02/2016,31,Ripollès,171479,Ripoll,0.95,1.65,0.00,2.60
15/02/2016,22,Montsià,430141,Amposta,0.00,2.00,0.00,2.00
17/02/2016,3,Alt Penedès,82270,Sant Martí Sarroca,0.00,0.40,0.15,0.40
20/02/2016,14,Berguedà,82938,Vallcebre,0.00,0.32,0.00,0.32
20/02/2016,16,Conca de Barberà,430862,Montblanc,0.00,0.37,0.00,0.37
21/02/2016,3,Alt Penedès,83054,Vilafranca del Penedès,0.02,0.00,0.00,0.02
21/02/2016,28,Pla de l'Estany,170715,Fontcoberta,0.01,0.00,0.00,0.01
21/02/2016,16,Conca de Barberà,430862,Montblanc,2.09,0.89,1.18,2.98
21/02/2016,37,Terra Alta,430483,Corbera d'Ebre,0.35,0.15,0.00,0.50
21/02/2016,30,Ribera d'Ebre,431212,Rasquera,0.94,0.00,0.00,0.94
22/02/2016,9,Baix Ebre,431042,"Perelló, el",0.00,0.01,0.00,0.01
23/02/2016,36,Tarragonès,431482,Tarragona,0.09,0.00,0.00,0.09
24/02/2016,3,Alt Penedès,81228,Mediona,0.00,0.06,0.00,0.06
24/02/2016,6,Anoia,80446,Capellades,0.00,0.00,0.00,0.00
25/02/2016,14,Berguedà,82994,Vilada,0.02,0.02,0.00,0.04
25/02/2016,6,Anoia,81614,Piera,0.00,0.08,0.24,0.08
25/02/2016,6,Anoia,81614,Piera,0.00,0.02,0.00,0.02
25/02/2016,3,Alt Penedès,82515,Santa Margarida i els Monjos,0.00,0.07,0.00,0.07
25/02/2016,38,Urgell,259025,Sant Martí de Riucorb,0.00,0.30,0.00,0.30
26/02/2016,3,Alt Penedès,83041,Vilobí del Penedès,0.00,0.10,0.00,0.10
26/02/2016,28,Pla de l'Estany,170561,Cornellà del Terri,0.05,0.00,0.00,0.05
02/03/2016,15,Cerdanya,251790,Prullans,0.00,3.82,11.18,3.82
02/03/2016,22,Montsià,430141,Amposta,0.00,0.17,0.00,0.17
02/03/2016,36,Tarragonès,431009,"Pallaresos, els",0.90,0.00,0.00,0.90
03/03/2016,40,Vallès Occidental,82055,Sant Cugat del Vallès,0.00,0.00,0.00,0.00
03/03/2016,40,Vallès Occidental,82055,Sant Cugat del Vallès,0.00,0.00,0.00,0.00
03/03/2016,10,Baix Empordà,179026,Forallac,0.01,0.00,0.00,0.01
03/03/2016,8,Baix Camp,430923,Mont-roig del Camp,4.22,4.57,0.33,8.79
04/03/2016,34,Selva,170335,Caldes de Malavella,0.28,0.00,0.00,0.28
04/03/2016,16,Conca de Barberà,430862,Montblanc,0.00,0.30,0.00,0.30
05/03/2016,9,Baix Ebre,431042,"Perelló, el",0.00,0.04,0.00,0.04
06/03/2016,9,Baix Ebre,431554,Tortosa,0.00,1.44,0.00,1.44
07/03/2016,9,Baix Ebre,431554,Tortosa,0.34,0.00,0.00,0.34
08/03/2016,40,Vallès Occidental,80517,Castellar del Vallès,0.00,0.02,0.00,0.02
08/03/2016,10,Baix Empordà,171997,Torroella de Montgrí,0.13,0.00,0.31,0.13
08/03/2016,9,Baix Ebre,430136,"Ametlla de Mar, l'",0.13,0.05,0.00,0.18
10/03/2016,6,Anoia,82861,"Torre de Claramunt, la",0.04,0.00,0.00,0.04
11/03/2016,41,Vallès Oriental,82021,Sant Celoni,0.00,0.03,0.00,0.03
11/03/2016,6,Anoia,83020,Vilanova del Camí,0.02,0.00,0.00,0.02
11/03/2016,19,Garrotxa,171096,Montagut i Oix,1.19,0.00,0.00,1.19
11/03/2016,2,Alt Empordà,171002,Masarac,0.00,0.01,0.00,0.01
11/03/2016,2,Alt Empordà,170926,Llançà,0.00,0.00,0.00,0.00
11/03/2016,5,Alta Ribagorça,251734,"Pont de Suert, el",0.06,1.15,0.00,1.21
11/03/2016,23,Noguera,250349,Artesa de Segre,0.00,1.61,0.05,1.61
12/03/2016,40,Vallès Occidental,82671,Sentmenat,0.00,0.26,0.00,0.26
12/03/2016,14,Berguedà,81445,Olvan,0.00,0.05,0.00,0.05
12/03/2016,14,Berguedà,81445,Olvan,0.02,0.00,0.00,0.02
12/03/2016,14,Berguedà,81445,Olvan,0.11,0.00,0.00,0.11
12/03/2016,14,Berguedà,80996,Guardiola de Berguedà,0.00,0.13,0.00,0.13
12/03/2016,7,Bages,80386,Callús,0.00,0.07,0.00,0.07
12/03/2016,40,Vallès Occidental,82384,Sant Quirze del Vallès,0.02,0.00,0.00,0.02
12/03/2016,20,Gironès,170904,Llambilles,0.01,0.00,0.00,0.01
12/03/2016,31,Ripollès,171254,Pardines,0.12,0.22,0.70,0.34
12/03/2016,34,Selva,170280,Brunyola i Sant Martí Sapresa,0.00,0.00,0.00,0.00
13/03/2016,31,Ripollès,170963,"Llosses, les",0.00,0.01,0.00,0.01
13/03/2016,5,Alta Ribagorça,251734,"Pont de Suert, el",1.13,2.19,0.06,3.32
13/03/2016,32,Segarra,251919,Sanaüja,0.05,0.00,0.00,0.05
13/03/2016,29,Priorat,430496,Cornudella de Montsant,0.00,0.24,0.00,0.24
14/03/2016,34,Selva,171931,Sils,0.90,0.00,0.00,0.90
14/03/2016,28,Pla de l'Estany,170157,Banyoles,0.00,0.00,0.00,0.00
14/03/2016,10,Baix Empordà,170340,Calonge i Sant Antoni,0.00,0.01,0.00,0.01
15/03/2016,15,Cerdanya,251790,Prullans,0.00,0.09,0.00,0.09
23/03/2016,10,Baix Empordà,172057,Ullastret,0.18,0.00,0.00,0.18
23/03/2016,2,Alt Empordà,170470,Castelló d'Empúries,0.00,0.01,0.00,0.01
23/03/2016,8,Baix Camp,431671,Vilanova d'Escornalbou,0.00,0.02,0.00,0.02
25/03/2016,40,Vallès Occidental,82055,Sant Cugat del Vallès,0.00,0.00,0.00,0.00
25/03/2016,10,Baix Empordà,171267,Parlavà,0.01,0.00,0.00,0.01
26/03/2016,39,Aran,251214,Les,0.00,27.00,0.00,27.00
26/03/2016,9,Baix Ebre,431042,"Perelló, el",0.00,1.25,0.00,1.25
27/03/2016,14,Berguedà,82554,Santa Maria de Merlès,0.00,0.10,0.00,0.10
29/03/2016,11,Baix Llobregat,81234,Molins de Rei,0.00,0.00,0.00,0.00
30/03/2016,2,Alt Empordà,171328,Peralada,0.48,1.25,0.17,1.73
30/03/2016,18,Garrigues,251180,Juncosa,0.00,0.35,0.00,0.35
31/03/2016,41,Vallès Oriental,81810,"Roca del Vallès, la",0.00,0.02,0.00,0.02
31/03/2016,39,Aran,250450,Bausen,0.00,0.50,0.00,0.50
31/03/2016,29,Priorat,431515,"Torre de Fontaubella, la",0.00,0.03,0.00,0.03
02/04/2016,34,Selva,170950,Lloret de Mar,0.00,0.00,0.00,0.00
03/04/2016,34,Selva,172023,Tossa de Mar,0.04,0.00,0.00,0.04
07/04/2016,36,Tarragonès,431482,Tarragona,0.13,0.00,0.00,0.13
08/04/2016,11,Baix Llobregat,80692,Collbató,0.00,0.00,0.00,0.00
09/04/2016,40,Vallès Occidental,82917,Vacarisses,0.00,0.01,0.00,0.01
09/04/2016,28,Pla de l'Estany,171371,Porqueres,0.02,0.00,0.00,0.02
10/04/2016,14,Berguedà,80497,Casserres,0.02,0.00,0.00,0.02
11/04/2016,38,Urgell,259025,Sant Martí de Riucorb,0.00,0.40,0.00,0.40
13/04/2016,3,Alt Penedès,83041,Vilobí del Penedès,0.05,0.00,0.00,0.05
16/04/2016,40,Vallès Occidental,82665,Cerdanyola del Vallès,0.00,0.00,0.00,0.00
16/04/2016,11,Baix Llobregat,80898,Gavà,0.00,0.05,0.00,0.05
16/04/2016,33,Segrià,251207,Lleida,0.50,0.00,0.00,0.50
17/04/2016,40,Vallès Occidental,82606,Santa Perpètua de Mogoda,0.00,0.02,0.00,0.02
17/04/2016,40,Vallès Occidental,80517,Castellar del Vallès,0.00,0.00,0.00,0.00
17/04/2016,11,Baix Llobregat,81234,Molins de Rei,0.00,0.04,0.00,0.04
18/04/2016,40,Vallès Occidental,80517,Castellar del Vallès,0.00,0.00,0.00,0.00
20/04/2016,11,Baix Llobregat,80689,Cervelló,0.00,0.00,0.00,0.00
